INSERT INTO catcafe.dbo.CafePurchases VALUES(1, 'Iced White Chocolate Frappucinno', 1002, 100, '2023-03-10', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(94, 'Cream Cheese and Strawberry Bagel', 1041, 130, '2022-10-04', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(95, 'Irish Cream Espresso', 1117, 110, '2022-05-20', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(96, 'Hazelnut Soy Milk Latte', 1135, 240, '2022-12-04', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(97, 'Hazelnut Soy Milk Latte', 1133, 110, '2022-09-23', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(98, 'Candied Bacon', 1137, 150, '2022-10-20', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(99, 'Cream Cheese and Strawberry Bagel', 1042, 220, '2022-08-22', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(100, 'Cream Cheese and Strawberry Bagel', 1043, 240, '2022-06-02', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(101, 'Spinach Salad', 1030, 240, '2023-01-29', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(102, 'Spinach Salad', 1099, 230, '2023-03-02', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(103, 'Sausage Kale Egg Scramble', 1117, 110, '2022-09-25', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(104, 'Regular Coffee', 1063, 110, '2022-11-07', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(105, 'Regular Coffee', 1094, 110, '2022-05-09', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(106, 'Caramel Almond Milk Steamer', 1023, 100, '2022-05-05', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(107, 'Regular Coffee', 1020, 220, '2022-12-10', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(108, 'Orange Juice', 1042, 240, '2022-10-07', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(109, 'Candied Bacon', 1002, 130, '2023-01-27', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(110, 'Hazelnut Soy Milk Latte', 1000, 110, '2023-01-23', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(111, 'Spinach Salad', 1052, 120, '2022-06-07', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(112, 'Hazelnut Soy Milk Latte', 1056, 240, '2022-12-29', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(113, 'Regular Macchiato', 1069, 220, '2022-06-22', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(114, 'Apple Juice', 1139, 220, '2022-10-19', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(115, 'Hazelnut Soy Milk Latte', 1001, 240, '2022-09-24', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(116, 'Irish Cream Espresso', 1019, 150, '2023-03-10', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(117, 'Cream Cheese and Strawberry Bagel', 1051, 240, '2022-09-15', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(118, 'Regular Espresso', 1025, 220, '2022-06-28', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(119, 'Caramel Almond Milk Steamer', 1136, 240, '2022-07-20', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(120, 'Cream Cheese and Strawberry Bagel', 1018, 220, '2022-12-28', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(121, 'Spinach Salad', 1146, 130, '2023-02-06', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(122, 'Breakfast Smoothie', 1065, 240, '2023-01-06', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(123, 'Candied Bacon', 1003, 150, '2022-10-08', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(124, 'Sausage Kale Egg Scramble', 1128, 240, '2023-03-31', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(125, 'Irish Cream Espresso', 1149, 110, '2022-05-20', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(126, 'Breakfast Smoothie', 1017, 240, '2022-05-18', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(127, 'Caramel Almond Milk Steamer', 1108, 220, '2023-02-27', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(128, 'Chocolate Hazelnut Iced Coffee', 1025, 150, '2022-12-08', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(129, 'Breakfast Smoothie', 1058, 130, '2022-12-31', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(130, 'Whipped Brown Sugar Cream Fruit Dip', 1000, 130, '2022-06-26', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(131, 'Hazelnut Soy Milk Latte', 1014, 110, '2022-09-17', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(132, 'Breakfast Smoothie', 1024, 240, '2022-08-04', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(133, 'Whipped Brown Sugar Cream Fruit Dip', 1078, 150, '2022-12-03', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(134, 'Sausage Kale Egg Scramble', 1048, 110, '2022-09-12', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(135, 'Chocolate Hazelnut Iced Coffee', 1044, 130, '2022-06-13', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(136, 'Breakfast Smoothie', 1099, 220, '2023-03-02', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(137, 'Iced White Chocolate Frappucinno', 1088, 130, '2022-09-23', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(138, 'Peppermint Macchiato', 1134, 130, '2022-09-29', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(139, 'Whipped Brown Sugar Cream Fruit Dip', 1065, 100, '2022-11-06', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(140, 'Orange Juice', 1125, 110, '2022-12-10', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(141, 'Hazelnut Soy Milk Latte', 1063, 130, '2023-02-18', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(142, 'Chocolate Hazelnut Iced Coffee', 1121, 120, '2023-03-02', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(143, 'Caramel Almond Milk Steamer', 1003, 100, '2022-12-29', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(144, 'Bacon Cheese Bagel Sandwhich', 1123, 130, '2022-09-23', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(145, 'Dark Chocolate Macchiato', 1064, 220, '2023-03-13', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(146, 'Chocolate Hazelnut Iced Coffee', 1106, 100, '2022-09-25', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(147, 'Caramel Almond Milk Steamer', 1144, 110, '2023-02-19', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(148, 'Whipped Brown Sugar Cream Fruit Dip', 1047, 240, '2023-02-06', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(149, 'Spinach Salad', 1138, 150, '2023-03-11', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(150, 'Whipped Brown Sugar Cream Fruit Dip', 1050, 220, '2022-07-27', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(151, 'Parfait', 1047, 150, '2023-02-06', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(152, 'Bacon Cheese Bagel Sandwhich', 1004, 110, '2023-01-13', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(153, 'Cream Cheese and Strawberry Bagel', 1108, 220, '2022-12-03', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(154, 'Whipped Brown Sugar Cream Fruit Dip', 1075, 110, '2022-07-30', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(155, 'Parfait', 1073, 130, '2022-07-03', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(156, 'Irish Cream Espresso', 1140, 130, '2023-02-26', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(157, 'Apple Juice', 1074, 110, '2022-07-30', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(158, 'Spinach Salad', 1018, 100, '2022-11-07', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(159, 'Candied Bacon', 1028, 110, '2023-03-23', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(160, 'Parfait', 1133, 110, '2022-06-13', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(161, 'Regular Macchiato', 1096, 120, '2022-11-06', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(162, 'Candied Bacon', 1094, 130, '2022-07-07', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(163, 'Regular Coffee', 1094, 130, '2022-08-17', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(164, 'Caramel Almond Milk Steamer', 1070, 120, '2022-09-24', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(165, 'Whipped Brown Sugar Cream Fruit Dip', 1136, 130, '2022-06-13', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(166, 'Hazelnut Soy Milk Latte', 1126, 130, '2022-08-23', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(167, 'Bacon Cheese Bagel Sandwhich', 1086, 150, '2022-06-22', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(168, 'Regular Macchiato', 1040, 120, '2022-11-15', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(169, 'Irish Cream Espresso', 1004, 130, '2023-03-02', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(170, 'Sausage Kale Egg Scramble', 1127, 240, '2023-03-08', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(171, 'Irish Cream Espresso', 1149, 120, '2023-02-12', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(172, 'Parfait', 1050, 150, '2023-02-16', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(173, 'Breakfast Smoothie', 1098, 240, '2022-08-12', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(174, 'Irish Cream Espresso', 1096, 150, '2023-01-27', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(175, 'Whipped Brown Sugar Cream Fruit Dip', 1144, 240, '2022-10-19', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(176, 'Iced White Chocolate Frappucinno', 1102, 120, '2022-12-08', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(177, 'Breakfast Smoothie', 1005, 120, '2022-12-29', 0.0775, 5.39)
INSERT INTO catcafe.dbo.CafePurchases VALUES(178, 'Irish Cream Espresso', 1139, 130, '2022-12-08', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(179, 'Sausage Kale Egg Scramble', 1097, 230, '2023-03-20', 0.0775, 6.46)
INSERT INTO catcafe.dbo.CafePurchases VALUES(180, 'Irish Cream Espresso', 1080, 220, '2022-07-12', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(181, 'Whipped Brown Sugar Cream Fruit Dip', 1058, 240, '2022-10-09', 0.0775, 4.85)
INSERT INTO catcafe.dbo.CafePurchases VALUES(182, 'Spinach Salad', 1149, 230, '2022-06-20', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(183, 'Apple Juice', 1000, 150, '2023-02-18', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(184, 'Iced White Chocolate Frappucinno', 1086, 230, '2022-07-16', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(185, 'Apple Juice', 1040, 150, '2022-05-21', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(186, 'Spinach Salad', 1065, 220, '2022-12-10', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(187, 'Regular Coffee', 1136, 100, '2022-09-12', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(188, 'Iced White Chocolate Frappucinno', 1026, 220, '2022-12-09', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(189, 'Hazelnut Soy Milk Latte', 1059, 130, '2022-06-20', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(190, 'Regular Espresso', 1022, 150, '2023-01-24', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(191, 'Regular Macchiato', 1017, 220, '2022-06-05', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(192, 'Cream Cheese and Strawberry Bagel', 1112, 230, '2022-08-17', 0.0775, 3.23)
INSERT INTO catcafe.dbo.CafePurchases VALUES(193, 'Chocolate Hazelnut Iced Coffee', 1087, 220, '2022-08-08', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(194, 'Irish Cream Espresso', 1034, 100, '2022-05-20', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(195, 'Chocolate Hazelnut Iced Coffee', 1063, 120, '2022-11-07', 0.0775, 3.77)
INSERT INTO catcafe.dbo.CafePurchases VALUES(196, 'Apple Juice', 1051, 120, '2022-12-26', 0.0775, 2.69)
INSERT INTO catcafe.dbo.CafePurchases VALUES(197, 'Regular Coffee', 1049, 150, '2023-01-12', 0.0775, 2.69)
